,sentence_norm,canonical_aspect,majority_category,majority_sentiment,majority_tone,runs_count
1859,"KOMITMEN PADA LINGKUNGAN # SOSIAL DAN TATA KELOLA # UNTUK NILAI TAMBAH YANG BERKELANJUTAN COMMITMENT TO ENVIRONMENTAL, SOCIAL AND GOVERNANCE FOR SUSTAINABLE ADDED VALUE","environmental, social and governance commitment",e,positive,commitment,1
1860,KOMITMEN PADA LINGKUNGAN SOSIAL DAN TATA KELOLA UNTUK NILAI TAMBAH YANG BERKELANJUTAN,esg commitment,none,positive,commitment,1
1861,"KOMITMEN PADA LINGKUNGAN, SOSIAL DAN TATA KELOLA UNTUK NILAI TAMBAH YANG BERKELANJUTAN","commitment to environmental, social and governance",s,positive,commitment,1
1862,"KONSUMSI ENERGI 12,236",energy consumption,e-s-g,neutral,outcome,1
1863,"KONSUMSI ENERGI 12,236 ENERGY CONSUMPTION 01GAJGULE",energy consumption,e,neutral,outcome,3
1864,"KONSUMSI ENERGI 12,236 GJ",energy consumption,g,neutral,outcome,1
1865,"KONSUMSI ENERGI 12,236 GJ ENERGY CONSUMPTION",energy consumption,e,neutral,outcome,1
1866,"KONSUMSI ENERGI 2021: 45.018,41 GJ (meningkat dari 27.209,6 GJ di 2020)",energy consumption,g,neutral,outcome,1
1867,KONSUMSI ENERGI Energy Consumption,energy consumption,e,neutral,outcome,1
1868,KONTRIBUSI BAGI KEBERLANJUTAN LINGKUNGAN CONTRIBUTION TO ENVIRONMENTAL SUSTAINABILITY,contribution to environmental sustainability,none,positive,outcome,1
1869,KONTRIBUSI BAGI KEBERLANJUTAN LINGKUNGAN CONTRIBUTION TO ENVIRONMENTAL SUSTAINABILITY,environmental sustainability,e-s-g,positive,outcome,1
1870,KONTRIBUSI BAGI PEMBANGUNAN EKONOMI DAN PRODUKSI BERKELANJUTAN CONTRIBUTION TO SUSTAINABLE ECONOMIC DEVELOPMENT AND PRODUCTION,contribution to sustainable economic development,s,positive,outcome,1
1871,KONTRIBUSI BAGI PEMBANGUNAN EKONOMI DAN PRODUKSI BERKELANJUTAN CONTRIBUTION TO SUSTAINABLE ECONOMIC DEVELOPMENT AND PRODUCTION,sustainable economic development,e-s-g,positive,outcome,1
1872,KONTRIBUSI BAGI PEMBANGUNAN SOSIAL CONTRIBUTION TO SOCIAL DEVELOPMENT,social development,g,positive,outcome,1
1873,"KONTRIBUSI KEPADA NEGARA CONTRIBUTION TO THE COUNTRY | US$ 338,592",contribution to country,e-s-g,positive,outcome,1
1874,KONTRIBUSI TERBAIK UNTUK PEMBANGUNAN BERKELANJUTAN OPTIMUM CONTRIBUTION TO SUSTAINABLE DEVELOPMENT,contribution to sustainable development,none,positive,outcome,1
1875,KONTRIBUSI TERBAIK UNTUK PEMBANGUNAN BERKELANJUTAN OPTIMUM CONTRIBUTION TO SUSTAINABLE DEVELOPMENT,sustainable development contribution,e,positive,outcome,1
1876,KPMG Norway is part of the global KPMG network.,company structure,e-s-g,neutral,outcome,1
1877,"KPMG Norway's travel policy was updated in 2023 and ensures that all business travel is done in a sustainable, efficient and safe manner.",sustainable travel policy,none,positive,commitment,1
1878,KPMG has been a certified Eco Lighthouse since 2011.,environmental certification,s,positive,outcome,1
1879,KPMG has been registered with EcoVadis since 2019.,sustainability ratings and assessments,s,positive,outcome,1
1880,KPMG has started this journey by performing a double materiality assessment in accordance with the European Sustainability Reporting Standards (ESRS).,materiality assessment,s,positive,outcome,1
1881,KPMG must dare to be proactive towards clients and our greater network.,proactive sustainability,g,positive,commitment,1
1882,KPMG's Sustainability Plan for 2020 – 2025 has been guiding KPMG Norway's work on sustainability for the last few years.,sustainability plan,none,positive,commitment,1
1883,Kami adalah penghasil protein hewani berkualitas dan terpercaya,animal protein production,e,positive,commitment,1
1884,Kami adalah penghasil protein hewani berkualitas dan terpercaya,quality and reliable animal protein production,none,positive,commitment,1
1885,Kami adalah penghasil protein hewani berkualitas dan terpercaya,quality animal protein production,,positive,commitment,1
1886,Kami adalah penghasil protein hewani berkualitas dan terpercaya sejak tahun 1971.,product quality,none,positive,outcome,1
1887,"Kami akan senantiasa berperan aktif dalam mengembangkan produk dan layanan keuangan yang mendukung transisi ekonomi rendah karbon, yang sesuai dengan prinsip-prinsip lingkungan, sosial, dan tata kelola (LST atau ESG), agar kami dapat memberikan manfaat terbaik bagi pemangku kepentingan, lingkungan, serta menjamin masa depan yang baik untuk generasi mendatang.",developing financial products and services supporting the transition to a low-carbon economy,none,positive,commitment,1
1888,"Kami akan senantiasa berperan aktif dalam mengembangkan produk dan layanan keuangan yang mendukung transisi ekonomi rendah karbon, yang sesuai dengan prinsip-prinsip lingkungan, sosial, dan tata kelola (LST atau ESG), agar kami dapat memberikan manfaat terbaik bagi pemangku kepentingan, lingkungan, serta menjamin masa depan yang baik untuk generasi mendatang.",produk dan layanan keuangan,none,positive,commitment,1
1889,Kami akan terus bekerja sama dengan seluruh pemangku kepentingan untuk memproduksi secara lokal.,kerja sama dengan pemangku kepentingan,e-s-g,positive,commitment,1
1890,Kami akan terus bekerja sama dengan seluruh pemangku kepentingan untuk memproduksi secara lokal.,local production,e,positive,commitment,2
1891,"Kami akan terus melangkah untuk hadir di tengah masyarakat dan menjangkau berbagai lapisan agar dapat meningkatkan pendidikan, pengetahuan, serta hiburan yang bermanfaat.",community engagement,e,positive,commitment,1
1892,"Kami akan terus mendukung manajemen dalam mengembangkan strategi dan inisiatif yang tidak hanya memberikan manfaat ekonomi, tetapi juga memberikan dampak positif bagi masyarakat dan lingkungan.",strategic support,s,positive,commitment,1
1893,"Kami akan terus meningkatkan pengelolaan aspek keberlanjutan, tidak hanya aspek ekonomi namun mengintegrasikan aspek Lingkungan, Sosial, dan Tata kelola (LST) yang lebih seimbang.",integrated esg management,e-s,positive,commitment,1
1894,Kami bangga berpartisipasi sebagai road tester di proyek LCA Sosial yang diprakarsai oleh Program Lingkungan PBB Life Cycle Initiative dan Social LC Alliance untuk mengukur kinerja sosial dari kemitraan peternakan komersial perunggasan.,kemitraan sosial,e-s,positive,outcome,1
1895,Kami bangga berpartisipasi sebagai road tester di proyek LCA Sosial yang diprakarsai oleh Program Lingkungan PBB Life Cycle Initiative dan Social LC Alliance untuk mengukur kinerja sosial dari kemitraan peternakan komersial perunggasan.,kinerja sosial,s,positive,outcome,1
1896,Kami bangga berpartisipasi sebagai road tester di proyek LCA Sosial yang diprakarsai oleh Program Lingkungan PBB Life Cycle Initiative dan Social LC Alliance untuk mengukur kinerja sosial dari kemitraan peternakan komersial perunggasan.,social life cycle assessment participation,e-s-g,positive,outcome,1
1897,Kami bangga berpartisipasi sebagai road tester di proyek LCA Sosial yang diprakarsai oleh Program Lingkungan PBB.,social impact measurement,,positive,outcome,1
1898,Kami bekerja dengan peternak melalui program kemitraan dan pendampingan.,pengembangan peternak,none,positive,action,1
1899,"Kami beradaptasi dengan pesatnya perkembangan teknologi informasi dan komunikasi, guna memberikan pelayanan terbaik bagi pemirsa, sebagai salah satu pemangku kepentingan utama kami.",innovation,e-s-g,positive,action,1
1900,"Kami beradaptasi dengan pesatnya perkembangan teknologi informasi dan komunikasi, guna memberikan pelayanan terbaik bagi pemirsa, sebagai salah satu pemangku kepentingan utama kami.",technology adaptation,e-s-g,positive,action,1
1901,Kami berambisi untuk menerapkan hierarki pengelolaan limbah sebagai upaya menguatkan tujuan untuk menjadi lebih berkelanjutan dalam semua properti dan praktik bisnis.,pengelolaan limbah,e-s,positive,commitment,1
1902,Kami berambisi untuk menerapkan hierarki pengelolaan limbah sebagai upaya menguatkan tujuan untuk menjadi lebih berkelanjutan dalam semua properti dan praktik bisnis.,waste management hierarchy implementation,e,positive,commitment,1
1903,Kami berambisi untuk menerapkan hierarki pengelolaan limbah sebagai upaya menguatkan tujuan untuk menjadi lebih berkelanjutan dalam semua properti dan praktik bisnis.,waste management strategy,s,positive,commitment,1
1904,"Kami berfokus pada industri televisi free-to-air (FTA); produksi konten dan inisiatif media digital, termasuk layanan over-the-top (OTT), daring, dan out-of-home (OOH); dan meningkatkan kemampuan untuk terus mengembangkan bisnis media yang lebih luas.",strategi bisnis,,positive,commitment,1
1905,Kami berfokus pada perbaikan pengolahan air limbah untuk peningkatan sirkularitas air,water stewardship,e-s-g,positive,action,1
1906,Kami berhasil mempertahankan intensitas energi di dua gedung perkantoran dan empat gedung apartemen di bawah 200 kWh/m2 pada tahun 2023.,energy consumption performance,e,positive,outcome,1
1907,Kami berhasil mempertahankan intensitas energi di dua gedung perkantoran dan empat gedung apartemen di bawah 200 kWh/m2 pada tahun 2023.,energy efficiency,s,positive,outcome,1
1908,Kami berhasil mempertahankan intensitas energi di dua gedung perkantoran dan empat gedung apartemen di bawah 200 kWh/m2 pada tahun 2023.,energy intensity reduction,none,positive,outcome,1
1909,Kami berhasil mempertahankan intensitas energi di dua gedung perkantoran dan empat gedung apartemen di bawah 200 kWh/m2 pada tahun 2023.,energy performance,none,positive,outcome,1
1910,Kami berhasil mempertahankan intensitas energi di dua gedung perkantoran dan empat gedung apartemen di bawah 200 kWh/m2 pada tahun 2023.,intensitas energi,g,positive,outcome,1
1911,"Kami berhasil mengurangi emisi karbon sebesar 24,3% dari 16.758 ton CO2eq pada tahun 2022 menjadi 12.684 ton CO2eq pada tahun 2023.",carbon emission reduction,e,positive,outcome,1
1912,"Kami berkomitmen menyediakan produk yang aman, terjangkau, dan bernutrisi bagi konsumen.",produk aman dan bernutrisi,e,positive,commitment,1
1913,"Kami berkomitmen menyediakan produk yang aman, terjangkau, dan bernutrisi bagi konsumen.","produk aman, terjangkau, dan bernutrisi",s,positive,commitment,1
1914,"Kami berkomitmen selalu meminimalkan dampak negatif dari aktivitas bisnis serta properti yang kami kelola, sebagaimana tercermin dalam prinsip keberlanjutan utama kami yaitu hidup sehat dan berkualitas, juga berkontribusi untuk perkembangan kota.",environmental impact,none,positive,commitment,1
1915,"Kami berkomitmen terhadap lingkungan untuk menghilangkan deforestasi termasuk segala bentuk konversi hutan, dan tidak mengambil kayu yang dipanen secara ilegal, serta meningkatkan penyerapan karbon melalui konservasi dengan menerapkan praktik pengelolaan hutan berkelanjutan.",deforestation commitment,e-s-g,positive,commitment,2
1916,Kami berkomitmen untuk berperan serta dalam gerakan global ini dengan cara berkontribusi demi mencapai realisasi tujuan pembangunan berkelanjutan tersebut.,commitment to participating in this global movement by contributing to the realization of these sustainable development goals,e,positive,commitment,1
1917,Kami berkomitmen untuk berperan serta dalam gerakan global ini dengan cara berkontribusi demi mencapai realisasi tujuan pembangunan berkelanjutan tersebut.,commitment to sustainable development goals,e,positive,commitment,2
1918,"Kami berkomitmen untuk memastikan bahwa setiap langkah yang kami ambil dalam proses bisnis kami tidak hanya berkelanjutan secara lingkungan dan ekonomi, tetapi juga memastikan pemenuhan hak asasi manusia (HAM) setiap individu yang terlibat dalam kegiatan kami.",human rights commitment,g,positive,commitment,2
1919,"Kami berkomitmen untuk memberikan makna di setiap kehadiran kami di masyarakat melalui semangat berbagi, peduli, dan berbagai kontribusi kegiatan tanggung jawab sosial perseroan (CSR).",tanggung jawab sosial,e,positive,commitment,1
1920,"Kami berkomitmen untuk memberikan manfaat terbaik bagi pemangku kepentingan, lingkungan, dan menjamin masa depan yang berkelanjutan untuk generasi mendatang.",stakeholder benefit and sustainability,none,positive,commitment,1
1921,"Kami berkomitmen untuk memimpin transisi Indonesia menuju ekonomi rendah karbon, mencapai Net Zero Emissions dari kegiatan operasional pada 2030, dan mengatalisasi berbagai pertumbuhan dengan dampak sosial untuk mencapai Tujuan Pembangunan Berkelanjutan.",net zero emissions commitment,none,positive,commitment,1
1922,Kami berkomitmen untuk meminimalisasi dampak lingkungan,environmental impact,e-s-g,positive,commitment,1
1923,Kami berkomitmen untuk meminimalisasi dampak lingkungan dari kegiatan usaha kami dan secara aktif berpartisipasi dalam upaya keberlanjutan global.,environmental impact and sustainable growth,e,positive,commitment,2
1924,Kami berkomitmen untuk meminimalisasi dampak lingkungan dari kegiatan usaha kami.,pengelolaan lingkungan,e-s-g,positive,commitment,1
1925,"Kami berkomitmen untuk memproduksi protein yang aman dan terjangkau untuk menutrisi jutaan orang, bahkan pada masa sulit seperti pandemi Covid-19.",komitmen,g,positive,commitment,1
1926,"Kami berkomitmen untuk mencapai Net Zero Emissions dari kegiatan operasional pada 2030, dan dari pembiayaan pada 2060 atau lebih cepat.",net zero emissions target,e-s-g,positive,commitment,1
1927,"Kami berkomitmen untuk mencapai Net-Zero Emission dari kegiatan operasional pada 2030, dan dari pembiayaan pada 2060 atau lebih cepat.",commitment to achieving net-zero emission,s,positive,commitment,1
1928,"Kami berkomitmen untuk mencapai Net-Zero Emission dari kegiatan operasional pada 2030, dan dari pembiayaan pada 2060 atau lebih cepat.",komitmen net-zero emission,e-s-g,positive,commitment,1
1929,"Kami berkomitmen untuk mencapai Net-Zero Emission dari kegiatan operasional pada 2030, dan dari pembiayaan pada 2060 atau lebih cepat.",net zero emissions commitment,none,positive,commitment,1
1930,"Kami berkomitmen untuk mencapai Net-Zero Emission dari kegiatan operasional pada 2030, dan dari pembiayaan pada 2060 atau lebih cepat.",net-zero emission,e,positive,commitment,2
