"f-20","box-title","full-width","table","link-download href","table 2","link-download href 2","table 3","link-download href 3","table 4","link-download href 4","table 5","link-download href 5","table 6","link-download href 6","table 7","link-download href 7"
"PUDP","29 April 2026 |
								13:09","Pudjiadi Prestige Tbk","Perubahan Liabilitas per Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PUDP/Perubahan%20Liabilitas%20per%20Maret%202026.pdf","1. PT PUDP Tbk Konsol Maret 2026 final.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PUDP/1.%20PT%20PUDP%20Tbk%20Konsol%20Maret%202026%20final.pdf","FinancialStatement-2026-I-PUDP.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PUDP/FinancialStatement-2026-I-PUDP.xlsx","SuperDir Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PUDP/SuperDir%20Maret%202026.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PUDP/inlineXBRL.zip","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PUDP/instance.zip","Perubahan Aset Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PUDP/Perubahan%20Aset%20Maret%202026.pdf"
"PURA","30 April 2026 |
								12:59","PT Putra Rajawali Kencana Tbk.","Surat Perubahan Aset Liabilitas.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURA/Surat%20Perubahan%20Aset%20Liabilitas.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURA/instance.zip","PT Putra Rajawali Kencana Tbk 31 Mar 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURA/PT%20Putra%20Rajawali%20Kencana%20Tbk%2031%20Mar%202026.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURA/inlineXBRL.zip","FinancialStatement-2026-I-PURA.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURA/FinancialStatement-2026-I-PURA.pdf","FinancialStatement-2026-I-PURA.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURA/FinancialStatement-2026-I-PURA.xlsx","",""
"PURI","29 April 2026 |
								19:02","PT Puri Global Sukses Tbk","PURI 2026 - LK Q1.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURI/PURI%202026%20-%20LK%20Q1.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURI/instance.zip","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURI/inlineXBRL.zip","PURI 2026 - Pengantar LK Q1.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURI/PURI%202026%20-%20Pengantar%20LK%20Q1.pdf","FinancialStatement-2026-I-PURI.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURI/FinancialStatement-2026-I-PURI.xlsx","PURI 2026 - Penj Aset Liabilities Q1.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURI/PURI%202026%20-%20Penj%20Aset%20Liabilities%20Q1.pdf","FinancialStatement-2026-I-PURI.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PURI/FinancialStatement-2026-I-PURI.pdf"
"PWON","29 April 2026 |
								17:30","Pakuwon Jati Tbk","Pakuwon Jati Tbk - 31 mar 25.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PWON/Pakuwon%20Jati%20Tbk%20-%2031%20mar%2025.pdf","FinancialStatement-2026-I-PWON.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PWON/FinancialStatement-2026-I-PWON.xlsx","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PWON/inlineXBRL.zip","FinancialStatement-2026-I-PWON.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PWON/FinancialStatement-2026-I-PWON.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PWON/instance.zip","","","",""
"PZZA","29 April 2026 |
								16:18","PT Sarimelati Kencana Tbk.","Cover Letter Laporan Keuangan Interim I 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PZZA/Cover%20Letter%20Laporan%20Keuangan%20Interim%20I%202026.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PZZA/instance.zip","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PZZA/inlineXBRL.zip","Financial Statement PZZA Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PZZA/Financial%20Statement%20PZZA%20Q1%202026.pdf","Surat Pernyataan Direksi Lap Keu Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PZZA/Surat%20Pernyataan%20Direksi%20Lap%20Keu%20Q1%202026.pdf","FinancialStatement-2026-I-PZZA.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PZZA/FinancialStatement-2026-I-PZZA.pdf","FinancialStatement-2026-I-PZZA.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/PZZA/FinancialStatement-2026-I-PZZA.xlsx"
"RAAM","30 April 2026 |
								16:42","PT Tripar Multivision Plus Tbk.","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAAM/instance.zip","20 Percent assets.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAAM/20%20Percent%20assets.pdf","FinancialStatement-2026-I-RAAM.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAAM/FinancialStatement-2026-I-RAAM.pdf","Q1 2026 Final Report.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAAM/Q1%202026%20Final%20Report.pdf","FinancialStatement-2026-I-RAAM.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAAM/FinancialStatement-2026-I-RAAM.xlsx","Surat Pengantar OJK - Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAAM/Surat%20Pengantar%20OJK%20-%20Q1%202026.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAAM/inlineXBRL.zip"
"RAJA","30 April 2026 |
								23:41","Rukun Raharja Tbk","FinancialStatement-2026-I-RAJA.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAJA/FinancialStatement-2026-I-RAJA.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAJA/inlineXBRL.zip","RASIO LK Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAJA/RASIO%20LK%20Q1%202026.pdf","LK RAJA Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAJA/LK%20RAJA%20Q1%202026.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAJA/instance.zip","FinancialStatement-2026-I-RAJA.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAJA/FinancialStatement-2026-I-RAJA.xlsx","SPD RAJA Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RAJA/SPD%20RAJA%20Q1%202026.pdf"
"RALS","29 April 2026 |
								13:59","Ramayana Lestari Sentosa Tbk","Checklist Pengungkapan Laporan Keuangan_RALS_2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RALS/Checklist%20Pengungkapan%20Laporan%20Keuangan_RALS_2026.pdf","LAPKEU RALS Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RALS/LAPKEU%20RALS%20Q1%202026.pdf","FinancialStatement-2026-I-RALS.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RALS/FinancialStatement-2026-I-RALS.pdf","FinancialStatement-2026-I-RALS.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RALS/FinancialStatement-2026-I-RALS.xlsx","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RALS/inlineXBRL.zip","Penjelasan perubahan 20 persen LK 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RALS/Penjelasan%20perubahan%2020%20persen%20LK%2031%20Maret%202026.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RALS/instance.zip"
"RANC","28 April 2026 |
								17:34","Supra Boga Lestari Tbk","Surat aset dan liabilitas Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RANC/Surat%20aset%20dan%20liabilitas%20Q1%202026.pdf","FinancialStatement-2026-I-RANC.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RANC/FinancialStatement-2026-I-RANC.xlsx","FinancialStatement-2026-I-RANC.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RANC/FinancialStatement-2026-I-RANC.pdf","LK Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RANC/LK%20Q1%202026.pdf","Surat Pengantar LK Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RANC/Surat%20Pengantar%20LK%20Q1%202026.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RANC/instance.zip","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RANC/inlineXBRL.zip"
"RATU","30 April 2026 |
								20:41","PT Raharja Energi Cepu Tbk","FinancialStatement-2026-I-RATU.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RATU/FinancialStatement-2026-I-RATU.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RATU/inlineXBRL.zip","RATU Consolidated Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RATU/RATU%20Consolidated%20Q1%202026.pdf","Rasio Ratu 2025.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RATU/Rasio%20Ratu%202025.pdf","Surat Pernyataan Direksi.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RATU/Surat%20Pernyataan%20Direksi.pdf","Penjelasan kenaikkan Asset Liabilitas Q1 2026 RATU.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RATU/Penjelasan%20kenaikkan%20Asset%20Liabilitas%20Q1%202026%20RATU.pdf","FinancialStatement-2026-I-RATU.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RATU/FinancialStatement-2026-I-RATU.xlsx"
"RBMS","29 April 2026 |
								15:34","Ristia Bintang Mahkotasejati Tbk","FinancialStatement-2026-I-RBMS.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RBMS/FinancialStatement-2026-I-RBMS.pdf","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RBMS/instance.zip","Surat Penyampaian LK RBMS 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RBMS/Surat%20Penyampaian%20LK%20RBMS%2031%20Maret%202026.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RBMS/inlineXBRL.zip","LK PT RBMS Tbk_31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RBMS/LK%20PT%20RBMS%20Tbk_31%20Maret%202026.pdf","FinancialStatement-2026-I-RBMS.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RBMS/FinancialStatement-2026-I-RBMS.xlsx","",""
"RCCC","30 April 2026 |
								15:13","PT Utama Radar Cahaya Tbk","FinancialStatement-2026-I-RCCC.xlsx","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RCCC/FinancialStatement-2026-I-RCCC.xlsx","025 Pengantar LK Q1 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RCCC/025%20Pengantar%20LK%20Q1%202026.pdf","RCCC - SPD LK 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RCCC/RCCC%20-%20SPD%20LK%2031%20Maret%202026.pdf","inlineXBRL.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RCCC/inlineXBRL.zip","instance.zip","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RCCC/instance.zip","RCCC - LK 31 Maret 2026.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RCCC/RCCC%20-%20LK%2031%20Maret%202026.pdf","FinancialStatement-2026-I-RCCC.pdf","https://www.idx.co.id/Portals/0/StaticData/ListedCompanies/Corporate_Actions/New_Info_JSX/Jenis_Informasi/01_Laporan_Keuangan/02_Soft_Copy_Laporan_Keuangan//Laporan%20Keuangan%20Tahun%202026/TW1/RCCC/FinancialStatement-2026-I-RCCC.pdf"
